Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
2,1.645409489,4,512,14.10965706,3.759535343,16690.6663
1,3.987165793,32,1000,15.2606886,3.578247555,33122.00019
3,1.644451402,4,1000,11.57437433,4.277932565,31096.73479
2,3.237588072,16,512,12.90616819,4.137996857,17326.62382
2,3.959197313,16,256,16.81204763,2.579480025,10384.21041
2,2.097950261,32,256,12.5740578,3.413924824,10680.02617
3,1.855623422,32,1000,12.87830087,3.417546328,32563.09234
3,1.803462349,8,1000,16.01899094,3.134673546,31617.26295
4,2.258187869,32,512,11.30128659,3.551880446,18124.4098
1,1.752614528,8,1000,13.78767901,3.239322193,31730.76636
5,3.230403354,16,512,13.27770059,2.598036468,17622.21456
2,1.655729495,16,1000,12.89952056,3.237099462,31852.20156
4,2.77355532,4,1000,12.71419756,2.216830843,31378.48959
5,3.991742135,16,1000,11.54824463,3.727357588,32360.21331
4,3.534925674,8,256,12.88895498,4.560963647,9429.518084
3,3.038048596,32,256,11.25831442,4.175861253,10615.15438
2,2.265634052,4,256,15.68578318,3.08118212,9100.836437
5,3.059739591,8,1000,13.38936676,2.261213617,31682.62474
5,2.81760366,32,512,13.66342299,2.606448198,18076.17656
5,2.56520846,4,512,16.36156752,3.636471021,16966.74738
5,1.826775942,16,512,14.9483299,2.62117125,17306.62414
5,3.716510538,8,512,11.04835462,3.631919334,17545.43418
4,2.624461622,32,256,16.65904894,2.694797074,10404.65636
2,1.98655628,4,256,12.4228668,4.546771608,9105.360514
3,2.419398377,4,1000,11.64568511,3.191814419,31368.34594
3,2.535324381,16,1000,15.60876907,2.736651878,32511.82542
3,3.568844739,32,512,14.0028639,4.436978541,18519.25082
3,3.334035951,16,256,13.6026234,3.028516894,9953.512206
4,3.423262234,16,512,12.49701848,2.334463064,17555.2277
1,1.527578161,32,1000,14.28482894,3.711228474,32513.47572
2,2.540384995,32,1000,12.64630763,3.744692613,32885.83478
5,2.703360379,32,512,16.40949803,4.144087026,18010.96064
1,1.547980692,8,1000,12.29122688,2.7206583,31160.95728
3,2.149533022,32,512,16.3061309,3.331314017,18385.20377
1,3.400724558,4,256,14.35643255,2.847103757,8966.377697
2,1.842774264,16,512,15.9709288,2.242861208,17261.63011
5,2.838275329,8,256,15.27707598,4.629841481,9197.072872
5,2.03800468,32,256,15.18017067,4.186609413,10368.84412
2,1.530301937,8,1000,12.94607485,2.904389178,31472.84705
2,2.103003644,32,1000,12.40338159,3.798118979,32927.59823
3,3.939684387,8,1000,12.26531737,2.603791364,32150.73203
5,3.50384278,16,512,16.14314994,4.670709865,17453.13381
1,3.898941611,16,512,15.92256092,2.34471903,17641.59996
4,2.71963511,4,1000,13.64344117,2.011511437,32307.19076
4,1.774340497,4,512,11.79442768,3.506024593,16565.69347
2,2.869898722,32,1000,13.29351351,3.74938347,32725.91402
3,2.635943336,16,512,14.71606072,3.736895961,17300.98077
4,3.610892707,8,256,13.72641893,2.163535782,9506.243579
5,1.745206452,8,256,15.68113561,2.942131421,9134.695216
2,2.720602843,8,1000,16.98573693,3.497596841,31701.98531
1,1.875121662,4,512,12.14679253,2.649737557,16647.1775
2,2.311689817,8,512,13.75790492,4.617877656,16945.63571
1,3.343392693,4,256,13.58590341,2.261327868,9106.686029
2,2.690045323,4,256,12.8269552,3.462153325,9213.79284
2,2.439720713,32,1000,12.1885731,4.074248173,32815.18251
2,2.486190696,8,256,11.3941527,2.7852533,9376.584994
1,2.648616921,8,1000,16.3227159,3.872722211,31374.55967
1,3.46254136,16,256,13.51909219,4.48815545,9929.37741
2,3.730211722,32,256,13.98137311,2.571010925,10382.84043
4,3.888336716,16,512,16.50165229,4.751661775,17685.06959
3,3.467258466,32,256,15.65774287,3.660675598,10881.58705
3,2.288517239,8,256,11.78300758,2.897696013,9453.54247
3,3.220336765,4,1000,14.39251981,3.292574826,31665.88401
1,2.59400781,4,256,13.65351366,2.936575651,9277.584226
1,2.136676555,4,1000,15.78326644,4.17533348,31341.44631
4,3.602178949,4,256,15.34539529,4.38890199,9261.621122
3,1.596065872,4,256,15.14243433,4.498812177,9495.625372
3,3.75440498,16,1000,13.04326901,4.957304749,32427.60539
2,2.653693662,32,512,15.82978238,4.373852877,18028.99908
1,3.093003692,8,1000,11.31434777,3.804152212,31359.91339
3,3.148384806,16,1000,11.95774941,3.017660895,32045.64145
4,3.737794352,32,1000,13.01373964,3.633786346,33309.8695
4,3.091674205,4,512,11.46084465,2.123204518,16896.06752
3,3.034833962,32,256,12.40996567,4.234475227,10148.01739
1,1.666630101,32,1000,15.9809059,3.337866635,32684.10679
4,2.796020055,4,1000,16.68950923,2.060069689,31571.91319
2,1.875422502,4,512,12.82761413,2.187520825,16186.6281
4,3.343584422,4,1000,12.58709482,3.162399391,31593.66802
5,2.780554802,8,256,12.67935591,3.750264557,9149.521832
5,3.200569448,4,512,12.66631452,3.392611847,16552.40478
1,1.604182252,8,256,11.21558109,3.857612952,9407.473459
3,1.71198004,4,256,16.56149808,3.440882776,8807.696702
